application_id,gender,international,gpa,major,race,gmat,work_exp,work_industry,admission
2951,Male,True,3.17,Business,,650.0,2.0,Consulting,
2952,Female,True,3.23,STEM,,640.0,3.0,Financial Services,
2953,Male,False,3.38,STEM,Black,650.0,1.0,Technology,
2954,Male,True,2.92,Business,,570.0,1.0,Consulting,
2955,Male,True,3.2,Business,,570.0,3.0,Investment Management,
2956,Female,True,3.32,STEM,,570.0,3.0,CPG,
2957,Male,False,3.27,STEM,Asian,700.0,3.0,Nonprofit/Gov,
2958,Male,True,2.77,Humanities,,570.0,2.0,PE/VC,
2959,Female,False,3.25,Business,Asian,690.0,3.0,Investment Banking,
2960,Male,False,3.51,Humanities,Black,670.0,2.0,Nonprofit/Gov,
2961,Male,False,3.06,STEM,Black,680.0,3.0,Investment Management,
2962,Male,False,3.4,Humanities,Asian,730.0,3.0,PE/VC,Admit
2963,Male,False,3.19,Business,Black,640.0,2.0,PE/VC,
2964,Female,False,3.16,Humanities,Other,700.0,3.0,Consulting,
2965,Female,False,2.88,Humanities,White,570.0,0.0,,
2966,Female,True,3.09,Humanities,,610.0,0.0,,
2967,Female,False,3.37,Business,White,680.0,1.0,Nonprofit/Gov,Admit
2968,Female,False,2.9,Humanities,Hispanic,570.0,2.0,Consulting,
2969,Male,False,3.28,Humanities,Other,700.0,1.0,Technology,
2970,Female,False,3.2,Humanities,White,630.0,1.0,Investment Management,
2971,Male,True,3.37,Humanities,,660.0,2.0,Consulting,
2972,Female,False,3.17,Humanities,Hispanic,650.0,2.0,Real Estate,
2973,Male,True,3.28,STEM,,680.0,1.0,Nonprofit/Gov,Admit
2974,Male,False,3.35,Humanities,Hispanic,630.0,0.0,,
2975,Male,True,3.28,Humanities,,630.0,2.0,Nonprofit/Gov,
2976,Male,False,3.18,Humanities,Asian,660.0,1.0,Nonprofit/Gov,
2977,Male,False,3.14,STEM,White,570.0,3.0,Investment Banking,
2978,Female,True,3.34,Humanities,,680.0,2.0,Investment Banking,
2979,Female,False,3.14,Humanities,White,590.0,2.0,Nonprofit/Gov,
2980,Female,False,3.18,STEM,Asian,650.0,2.0,Consulting,
2981,Female,False,3.21,Humanities,Asian,660.0,0.0,,
2982,Male,False,3.04,Business,Black,630.0,3.0,Nonprofit/Gov,
2983,Male,False,3.26,STEM,Asian,600.0,4.0,Nonprofit/Gov,
2984,Male,False,3.31,STEM,Black,650.0,1.0,Investment Management,
2985,Male,False,3.3,STEM,Asian,690.0,1.0,Technology,
2986,Male,False,3.4,Humanities,Hispanic,630.0,3.0,Consulting,
2987,Female,True,3.43,Business,,670.0,3.0,PE/VC,Admit
2988,Male,False,3.07,STEM,White,700.0,2.0,PE/VC,
2989,Female,False,3.37,Humanities,Hispanic,640.0,3.0,Nonprofit/Gov,
2990,Female,False,3.16,STEM,Asian,670.0,3.0,Real Estate,
2991,Male,False,3.18,Humanities,Hispanic,660.0,3.0,Nonprofit/Gov,
2992,Male,False,3.32,Humanities,Black,700.0,-0.0,,Admit
2993,Female,False,3.35,Business,White,660.0,3.0,Investment Banking,Admit
2994,Female,True,3.47,Humanities,,670.0,3.0,CPG,Admit
2995,Male,False,3.36,STEM,Black,700.0,2.0,PE/VC,
2996,Female,False,3.28,Business,Black,610.0,1.0,Other,
2997,Female,False,3.47,Humanities,Asian,700.0,3.0,Consulting,Admit
2998,Female,False,3.18,STEM,White,680.0,3.0,Consulting,
2999,Male,False,3.3,STEM,Black,660.0,1.0,Consulting,
3000,Male,False,3.46,Business,Hispanic,640.0,2.0,PE/VC,
3001,Male,False,3.07,Humanities,White,570.0,4.0,CPG,
3002,Female,False,3.15,Business,Other,600.0,3.0,Technology,
3003,Male,False,3.39,Humanities,Other,670.0,2.0,Investment Banking,Admit
3004,Male,False,3.64,Humanities,White,780.0,2.0,Financial Services,
3005,Female,False,3.06,Business,Other,610.0,2.0,Investment Management,
3006,Male,False,3.45,Business,Black,740.0,5.0,Financial Services,Admit
3007,Male,False,3.15,STEM,White,650.0,2.0,Investment Banking,
3008,Female,True,3.42,Humanities,,740.0,3.0,Nonprofit/Gov,
3009,Male,True,3.13,Humanities,,690.0,2.0,Technology,
3010,Male,False,3.18,STEM,White,660.0,2.0,Consulting,
3011,Male,True,3.13,Business,,660.0,1.0,Consulting,
3012,Female,True,3.22,Humanities,,630.0,1.0,Investment Banking,
3013,Male,False,3.11,Humanities,White,650.0,1.0,Other,
3014,Male,False,3.37,STEM,Asian,670.0,2.0,Financial Services,Admit
3015,Male,True,3.25,Humanities,,720.0,3.0,Retail,Admit
3016,Male,False,3.29,Business,Asian,700.0,2.0,Consulting,
3017,Male,False,3.11,Humanities,Asian,670.0,1.0,Consulting,
3018,Female,False,3.08,Business,Black,570.0,0.0,,
3019,Male,True,3.59,Humanities,,740.0,3.0,Nonprofit/Gov,
3020,Male,True,3.15,Business,,680.0,2.0,Nonprofit/Gov,
3021,Male,True,2.81,Business,,570.0,0.0,,
3022,Female,True,3.03,STEM,,570.0,1.0,Media/Entertainment,
3023,Male,True,3.21,Business,,590.0,2.0,Investment Banking,
3024,Male,False,3.13,STEM,Other,600.0,3.0,Consulting,
3025,Female,False,3.33,Business,Black,600.0,4.0,Technology,
3026,Male,True,3.49,Humanities,,640.0,3.0,Other,
3027,Male,True,3.33,Humanities,,670.0,1.0,Other,Waitlist
3028,Male,True,3.25,Humanities,,650.0,4.0,Consulting,
3029,Female,True,3.5,STEM,,700.0,1.0,Nonprofit/Gov,
3030,Male,False,3.21,STEM,White,600.0,2.0,Financial Services,
3031,Male,False,3.29,STEM,White,670.0,1.0,Other,
3032,Female,True,3.02,STEM,,650.0,2.0,Consulting,
3033,Male,False,3.28,STEM,Other,690.0,1.0,Consulting,Admit
3034,Male,False,3.28,Humanities,Hispanic,690.0,-0.0,,
3035,Male,False,3.21,Humanities,Asian,600.0,2.0,Financial Services,
3036,Female,True,3.22,Business,,680.0,2.0,PE/VC,
3037,Female,False,3.06,STEM,White,570.0,1.0,Consulting,
3038,Male,False,3.06,Business,White,570.0,3.0,Consulting,
3039,Female,False,3.34,STEM,Black,690.0,2.0,Other,Admit
3040,Male,False,2.94,Humanities,Black,590.0,2.0,Financial Services,
3041,Female,False,3.29,STEM,Black,640.0,2.0,Nonprofit/Gov,
3042,Male,False,3.25,Humanities,Black,710.0,3.0,PE/VC,
3043,Male,True,3.28,Humanities,,660.0,3.0,PE/VC,
3044,Male,False,3.27,Humanities,White,640.0,4.0,PE/VC,
3045,Male,False,3.1,Business,Asian,600.0,2.0,Technology,
3046,Female,False,3.11,STEM,Asian,590.0,2.0,Consulting,
3047,Female,False,3.16,Business,White,630.0,1.0,Consulting,
3048,Male,False,3.13,Humanities,Asian,570.0,3.0,Consulting,
3049,Male,False,3.38,Business,Hispanic,720.0,1.0,Investment Management,Admit
3050,Female,True,3.08,Business,,570.0,1.0,Technology,
3051,Male,False,3.07,Business,Hispanic,620.0,2.0,Nonprofit/Gov,
3052,Male,True,3.32,Business,,660.0,3.0,Technology,Admit
3053,Male,True,3.34,Humanities,,630.0,1.0,Consulting,
3054,Female,True,3.26,Humanities,,710.0,3.0,Investment Banking,
3055,Female,True,3.01,Business,,640.0,2.0,Consulting,
3056,Male,False,3.17,Humanities,Asian,640.0,3.0,Consulting,
3057,Male,False,3.16,STEM,White,630.0,3.0,Technology,
3058,Male,True,3.44,STEM,,700.0,1.0,Nonprofit/Gov,
3059,Male,False,3.35,STEM,Asian,670.0,2.0,Consulting,
3060,Female,False,3.41,Humanities,Hispanic,690.0,1.0,Other,Admit
3061,Male,False,3.28,Humanities,Asian,650.0,4.0,Investment Management,
3062,Male,False,3.28,Humanities,Black,620.0,3.0,Real Estate,
3063,Male,True,3.25,Humanities,,670.0,3.0,PE/VC,Admit
3064,Male,False,3.45,Humanities,Black,590.0,1.0,PE/VC,
3065,Male,False,3.45,Humanities,Asian,640.0,3.0,Nonprofit/Gov,
3066,Female,False,3.43,STEM,White,740.0,2.0,Technology,Admit
3067,Male,False,3.25,Humanities,Black,620.0,2.0,Consulting,
3068,Female,False,3.39,STEM,Hispanic,670.0,3.0,Consulting,
3069,Male,True,3.37,Business,,630.0,1.0,Investment Banking,
3070,Male,False,3.11,STEM,Asian,620.0,2.0,PE/VC,
3071,Male,False,3.2,Business,Other,670.0,2.0,Investment Banking,
3072,Female,True,3.17,Business,,640.0,1.0,Health Care,
3073,Male,False,3.13,Humanities,Black,610.0,-1.0,,
3074,Male,False,3.49,Humanities,Asian,730.0,2.0,Health Care,
3075,Male,True,3.48,STEM,,680.0,-0.0,,Admit
3076,Male,False,3.12,STEM,White,690.0,1.0,Consulting,
3077,Female,False,3.16,Humanities,Black,610.0,1.0,Nonprofit/Gov,
3078,Male,False,3.2,Business,White,660.0,3.0,Health Care,
3079,Male,False,3.21,Humanities,Hispanic,610.0,2.0,PE/VC,
3080,Male,True,3.51,Business,,700.0,3.0,Technology,
3081,Male,False,3.05,Humanities,Asian,630.0,1.0,Investment Banking,
3082,Male,True,2.98,Business,,610.0,1.0,Technology,
3083,Male,False,3.56,Humanities,White,700.0,1.0,Consulting,Admit
3084,Male,False,3.23,Humanities,Black,710.0,1.0,Consulting,Admit
3085,Female,True,3.23,STEM,,690.0,3.0,Consulting,Admit
3086,Male,False,3.1,Humanities,Other,620.0,1.0,Other,
3087,Male,False,3.19,STEM,Hispanic,600.0,1.0,CPG,
3088,Female,False,3.13,Humanities,Asian,640.0,1.0,Consulting,
3089,Female,True,3.29,Business,,690.0,3.0,Consulting,Admit
3090,Female,False,3.35,Humanities,White,620.0,-1.0,,
3091,Male,True,3.11,STEM,,610.0,3.0,PE/VC,
3092,Male,False,3.3,STEM,White,650.0,3.0,Technology,
3093,Male,True,3.28,Business,,670.0,2.0,PE/VC,
3094,Female,True,3.42,STEM,,640.0,3.0,Consulting,
3095,Female,False,3.03,STEM,Asian,580.0,1.0,Consulting,
3096,Male,False,3.46,Humanities,White,720.0,1.0,Health Care,Admit
3097,Male,False,3.43,Business,Hispanic,570.0,3.0,PE/VC,
3098,Female,False,3.34,Humanities,White,700.0,-0.0,,Admit
3099,Male,False,3.42,Humanities,White,660.0,2.0,Investment Banking,
3100,Male,True,3.0,Business,,580.0,3.0,PE/VC,
3101,Male,False,3.24,Business,White,630.0,3.0,PE/VC,
3102,Male,True,3.35,Humanities,,680.0,3.0,Consulting,Admit
3103,Female,False,3.27,STEM,Black,650.0,3.0,PE/VC,
3104,Male,False,3.43,Humanities,Hispanic,670.0,2.0,Technology,
3105,Female,True,3.2,Humanities,,640.0,3.0,Consulting,
3106,Male,True,3.42,Humanities,,610.0,2.0,Nonprofit/Gov,
3107,Male,True,3.12,Business,,640.0,1.0,Nonprofit/Gov,
3108,Female,False,3.38,Business,Asian,680.0,1.0,PE/VC,Admit
3109,Male,False,3.31,Humanities,Black,580.0,2.0,Consulting,
3110,Male,False,3.21,Humanities,White,630.0,2.0,Investment Banking,
3111,Male,False,3.43,Business,Asian,690.0,1.0,Financial Services,Admit
3112,Female,False,3.19,Business,Asian,610.0,3.0,Consulting,
3113,Male,False,3.25,Humanities,White,680.0,2.0,PE/VC,
3114,Male,False,3.15,Business,Asian,650.0,4.0,Investment Banking,
3115,Female,False,3.11,Business,Asian,640.0,4.0,Health Care,
3116,Male,False,3.35,Humanities,Hispanic,620.0,4.0,Nonprofit/Gov,
3117,Male,False,3.16,Humanities,Other,630.0,2.0,PE/VC,
3118,Male,False,3.16,Humanities,White,620.0,1.0,PE/VC,
3119,Male,True,3.27,Business,,650.0,2.0,Investment Banking,
3120,Male,True,3.31,STEM,,620.0,2.0,Technology,
3121,Male,False,3.28,Humanities,Black,700.0,3.0,Consulting,
3122,Male,False,3.21,Humanities,White,650.0,1.0,Consulting,
3123,Female,False,3.4,Humanities,Asian,720.0,3.0,PE/VC,Admit
3124,Male,False,3.13,STEM,Black,570.0,2.0,Nonprofit/Gov,
3125,Male,False,3.13,Humanities,Asian,690.0,-0.0,,
3126,Female,False,3.36,Humanities,Black,640.0,2.0,Real Estate,
3127,Female,False,3.18,Humanities,Asian,660.0,2.0,Consulting,
3128,Female,False,3.41,STEM,Black,660.0,-1.0,,
3129,Female,True,3.41,Business,,640.0,2.0,Real Estate,
3130,Female,True,3.42,Humanities,,640.0,1.0,Consulting,
3131,Female,False,3.59,Business,Asian,750.0,1.0,Other,
3132,Male,False,3.34,Humanities,Hispanic,670.0,3.0,Investment Banking,
3133,Male,True,3.28,Business,,730.0,1.0,Nonprofit/Gov,Admit
3134,Male,False,2.95,Business,Asian,580.0,2.0,Technology,
3135,Male,False,3.19,Humanities,Black,670.0,2.0,Investment Banking,
3136,Female,False,2.95,Business,Asian,570.0,2.0,Technology,
3137,Female,False,3.11,Business,Asian,660.0,2.0,Consulting,
3138,Male,False,3.14,Humanities,Asian,630.0,3.0,Consulting,
3139,Female,True,3.09,Business,,690.0,3.0,PE/VC,
3140,Male,False,3.0,Humanities,Asian,590.0,3.0,Other,
3141,Male,True,3.19,STEM,,630.0,3.0,Investment Banking,
3142,Male,False,3.25,Humanities,Asian,660.0,2.0,PE/VC,
3143,Male,False,3.16,Business,Hispanic,650.0,2.0,PE/VC,
3144,Male,True,3.34,Humanities,,700.0,3.0,Investment Management,
3145,Male,False,3.26,Business,Black,670.0,5.0,Nonprofit/Gov,
3146,Male,True,3.24,Humanities,,650.0,1.0,Technology,
3147,Male,False,3.33,STEM,Asian,710.0,-1.0,,Admit
3148,Female,False,3.52,STEM,Black,700.0,1.0,Investment Management,Admit
3149,Male,False,3.16,Humanities,Asian,660.0,3.0,Nonprofit/Gov,
3150,Male,False,3.38,Humanities,Other,660.0,2.0,Technology,Admit
3151,Male,True,3.18,Humanities,,570.0,2.0,Investment Banking,
3152,Male,True,3.3,Business,,710.0,1.0,PE/VC,Admit
3153,Female,True,3.44,STEM,,710.0,1.0,Health Care,Admit
3154,Male,True,3.32,STEM,,640.0,0.0,,
3155,Female,False,3.15,STEM,Hispanic,610.0,1.0,Other,
3156,Male,False,3.38,Humanities,Black,660.0,2.0,Consulting,
3157,Male,False,3.5,STEM,Hispanic,660.0,2.0,Financial Services,
3158,Male,False,3.41,Business,Hispanic,710.0,2.0,Financial Services,
3159,Male,False,3.47,Business,Asian,620.0,2.0,CPG,
3160,Male,False,3.25,STEM,Black,680.0,3.0,Financial Services,
3161,Female,True,3.49,STEM,,670.0,2.0,CPG,
3162,Male,False,3.22,Business,Hispanic,670.0,3.0,Consulting,
3163,Male,False,3.15,Humanities,White,650.0,2.0,Consulting,
3164,Female,False,3.33,Humanities,Asian,750.0,2.0,Consulting,Admit
3165,Male,True,3.15,Humanities,,670.0,2.0,Consulting,
3166,Male,True,3.36,STEM,,740.0,2.0,PE/VC,Admit
3167,Female,True,3.35,Humanities,,640.0,2.0,Consulting,
3168,Female,False,3.15,Business,White,640.0,2.0,Health Care,
3169,Female,False,3.15,Humanities,White,630.0,1.0,Investment Management,
3170,Female,True,3.25,Humanities,,630.0,-0.0,,
3171,Male,False,3.15,Business,Asian,570.0,1.0,Consulting,
3172,Female,False,3.21,Business,Asian,660.0,2.0,PE/VC,Admit
3173,Male,True,3.33,Humanities,,690.0,2.0,PE/VC,
3174,Male,False,3.21,STEM,Other,570.0,3.0,Nonprofit/Gov,
3175,Female,False,3.35,Business,White,640.0,3.0,Investment Management,
3176,Male,False,3.15,Business,Black,590.0,3.0,Consulting,
3177,Male,False,3.2,STEM,Hispanic,600.0,3.0,Investment Banking,
3178,Male,False,3.35,STEM,Black,660.0,3.0,PE/VC,Waitlist
3179,Male,True,3.1,Business,,610.0,1.0,Nonprofit/Gov,
3180,Male,True,3.41,Humanities,,610.0,2.0,Investment Banking,
3181,Male,False,3.28,STEM,Black,590.0,2.0,Media/Entertainment,
3182,Female,True,3.23,Business,,600.0,1.0,Technology,
3183,Male,False,3.27,Business,Asian,680.0,3.0,CPG,
3184,Male,False,3.38,Humanities,White,680.0,3.0,Consulting,Admit
3185,Female,False,3.2,Humanities,White,740.0,3.0,Consulting,
3186,Female,True,3.42,STEM,,710.0,1.0,Technology,
3187,Male,False,3.08,Humanities,Other,640.0,2.0,Other,
3188,Female,True,3.23,Business,,670.0,2.0,CPG,
3189,Female,False,3.16,STEM,White,640.0,-0.0,,
3190,Female,False,3.41,Business,White,660.0,4.0,Investment Banking,
3191,Male,False,3.2,Humanities,White,610.0,3.0,Consulting,
3192,Male,False,3.08,Humanities,Other,720.0,3.0,Other,
3193,Male,False,3.21,Business,Hispanic,660.0,3.0,Technology,
3194,Male,False,3.4,Humanities,Hispanic,680.0,5.0,Nonprofit/Gov,
3195,Female,True,3.08,Humanities,,570.0,1.0,Technology,
3196,Male,False,2.97,STEM,White,610.0,1.0,Nonprofit/Gov,
3197,Female,False,3.27,STEM,Black,630.0,1.0,Consulting,
3198,Female,False,3.14,Business,White,630.0,3.0,Technology,
3199,Female,False,3.32,Business,White,690.0,3.0,Financial Services,
3200,Male,True,3.46,Humanities,,670.0,3.0,Consulting,
3201,Male,False,3.42,Humanities,Black,780.0,1.0,Real Estate,
3202,Female,False,2.92,STEM,White,610.0,2.0,Consulting,
3203,Male,False,3.41,Humanities,White,690.0,2.0,PE/VC,
3204,Female,False,3.38,Humanities,Black,630.0,4.0,PE/VC,
3205,Male,True,3.18,Humanities,,630.0,3.0,Other,
3206,Male,True,3.24,STEM,,670.0,1.0,Consulting,
3207,Female,False,3.41,STEM,Black,690.0,3.0,Consulting,
3208,Male,False,3.19,Humanities,Hispanic,690.0,2.0,Financial Services,
3209,Male,False,3.48,Humanities,Other,650.0,3.0,Consulting,
3210,Male,False,3.33,Humanities,White,660.0,3.0,Technology,
3211,Male,False,3.17,STEM,Hispanic,630.0,3.0,Consulting,
3212,Female,False,3.2,Humanities,Asian,640.0,1.0,Financial Services,
3213,Female,False,3.02,Business,White,620.0,3.0,PE/VC,
3214,Male,False,3.07,STEM,Asian,570.0,3.0,Investment Banking,
3215,Female,False,3.45,STEM,Asian,780.0,2.0,Health Care,
3216,Male,True,3.39,Humanities,,600.0,3.0,Consulting,
3217,Male,False,3.12,STEM,Black,570.0,2.0,PE/VC,
3218,Male,True,3.22,STEM,,690.0,2.0,Consulting,Admit
3219,Male,False,3.09,Business,Black,570.0,4.0,Nonprofit/Gov,
3220,Female,False,3.22,Humanities,White,700.0,2.0,Investment Management,Admit
3221,Male,True,3.3,Business,,660.0,3.0,Other,
3222,Male,False,3.3,STEM,Black,690.0,1.0,Other,
3223,Male,True,3.3,Humanities,,670.0,5.0,Energy,Admit
3224,Male,True,3.2,Humanities,,620.0,4.0,Investment Banking,
3225,Female,True,3.29,STEM,,650.0,2.0,Investment Banking,
3226,Female,True,3.4,Humanities,,690.0,4.0,CPG,
3227,Female,False,3.19,Business,Black,700.0,1.0,Nonprofit/Gov,
3228,Female,False,2.8,Business,Hispanic,570.0,3.0,Consulting,
3229,Male,True,3.47,Humanities,,660.0,1.0,Technology,Admit
3230,Female,True,3.18,Humanities,,570.0,2.0,PE/VC,
3231,Female,False,3.43,STEM,Asian,690.0,4.0,Consulting,
3232,Male,False,2.9,STEM,White,570.0,1.0,Consulting,
3233,Female,False,3.12,Humanities,Black,720.0,3.0,Investment Management,
3234,Male,False,3.5,STEM,Hispanic,720.0,2.0,Consulting,
3235,Female,False,3.25,Humanities,Asian,660.0,1.0,Technology,Admit
3236,Male,False,3.32,Business,Hispanic,620.0,1.0,Consulting,
3237,Male,False,3.17,Humanities,Hispanic,640.0,2.0,Technology,
3238,Female,True,3.17,Humanities,,680.0,3.0,Nonprofit/Gov,
3239,Male,False,3.0,Humanities,Hispanic,570.0,2.0,Investment Management,
3240,Female,False,2.87,Humanities,Black,620.0,2.0,Financial Services,
3241,Male,True,3.14,STEM,,610.0,2.0,Consulting,
3242,Male,False,3.19,Humanities,White,640.0,2.0,PE/VC,
3243,Female,False,3.09,Business,White,610.0,2.0,Technology,
3244,Male,True,3.1,Business,,660.0,3.0,Nonprofit/Gov,
3245,Male,False,3.15,Business,White,650.0,2.0,Investment Banking,
3246,Male,False,3.55,Business,White,720.0,2.0,Technology,Admit
3247,Female,True,3.65,Business,,780.0,3.0,Consulting,
3248,Male,False,3.09,Humanities,Hispanic,650.0,1.0,Investment Banking,
3249,Female,False,3.34,Humanities,Black,760.0,3.0,Consulting,
3250,Male,False,3.43,Humanities,Black,750.0,1.0,Nonprofit/Gov,
3251,Male,False,3.36,Humanities,White,720.0,3.0,PE/VC,
3252,Male,False,3.13,Humanities,White,580.0,2.0,Financial Services,
3253,Male,False,3.28,Humanities,White,690.0,3.0,Nonprofit/Gov,Admit
3254,Male,True,3.4,STEM,,690.0,1.0,Nonprofit/Gov,
3255,Female,True,3.29,Humanities,,650.0,2.0,Other,
3256,Male,False,3.25,STEM,Asian,660.0,3.0,Other,
3257,Male,False,3.12,Humanities,Asian,660.0,2.0,Other,
3258,Male,False,3.33,Humanities,White,680.0,0.0,,
3259,Male,True,3.46,STEM,,730.0,3.0,Other,
3260,Male,True,3.26,Humanities,,660.0,3.0,Consulting,
3261,Female,False,3.26,Business,Asian,630.0,1.0,Nonprofit/Gov,
3262,Female,True,3.05,STEM,,610.0,3.0,Technology,
3263,Male,False,3.31,Business,White,580.0,2.0,Technology,
3264,Male,True,3.31,Humanities,,700.0,4.0,PE/VC,
3265,Male,False,3.05,Business,Hispanic,610.0,2.0,Technology,
3266,Female,False,3.2,Humanities,Black,660.0,2.0,Nonprofit/Gov,
3267,Male,False,3.22,Humanities,Black,610.0,2.0,Consulting,
3268,Female,False,3.29,Business,White,660.0,1.0,Other,
3269,Male,True,3.09,Humanities,,630.0,2.0,Nonprofit/Gov,
3270,Female,True,3.26,Business,,660.0,2.0,PE/VC,
3271,Male,True,3.08,Business,,660.0,2.0,Health Care,
3272,Male,False,3.07,Humanities,Other,650.0,1.0,Consulting,
3273,Male,True,3.25,Business,,750.0,2.0,Technology,
3274,Male,False,3.34,STEM,White,730.0,2.0,Technology,
3275,Male,True,3.01,Humanities,,620.0,2.0,Consulting,
3276,Male,False,3.32,STEM,White,660.0,2.0,PE/VC,
3277,Male,True,3.45,Humanities,,740.0,2.0,Investment Banking,
3278,Male,False,3.38,STEM,Asian,750.0,2.0,PE/VC,
3279,Male,False,3.29,STEM,Asian,600.0,2.0,Other,
3280,Female,True,3.17,Humanities,,650.0,-1.0,,
3281,Male,True,3.27,Humanities,,680.0,4.0,Consulting,
3282,Male,False,3.12,Business,Hispanic,570.0,3.0,Financial Services,
3283,Male,True,3.08,Humanities,,630.0,2.0,Consulting,
3284,Male,False,3.2,Business,Black,660.0,2.0,PE/VC,
3285,Female,False,3.49,Humanities,Other,680.0,3.0,Consulting,Admit
3286,Male,False,3.31,Business,Asian,650.0,2.0,Consulting,
3287,Male,False,3.39,Humanities,Hispanic,640.0,1.0,Technology,
3288,Female,False,3.33,Business,Hispanic,740.0,1.0,Consulting,Admit
3289,Female,False,3.22,Business,Asian,760.0,2.0,Financial Services,
3290,Female,False,3.15,Humanities,Asian,640.0,2.0,Health Care,
3291,Female,False,3.27,STEM,Asian,650.0,4.0,Consulting,
3292,Male,False,3.17,Humanities,White,660.0,2.0,PE/VC,
3293,Male,True,3.12,Humanities,,570.0,2.0,PE/VC,
3294,Male,False,3.31,Humanities,Black,630.0,1.0,Consulting,
3295,Male,False,3.31,Business,White,690.0,4.0,PE/VC,
3296,Male,False,3.47,STEM,White,660.0,3.0,PE/VC,
3297,Female,True,3.27,Business,,710.0,1.0,Consulting,Admit
3298,Male,False,3.29,STEM,White,630.0,-1.0,,
3299,Male,False,3.18,Humanities,Hispanic,670.0,1.0,Nonprofit/Gov,
3300,Male,False,3.37,Business,Asian,700.0,2.0,Consulting,
3301,Female,False,3.32,STEM,White,670.0,2.0,Financial Services,Admit
3302,Male,False,3.29,Business,Black,760.0,2.0,PE/VC,
3303,Female,True,3.34,Business,,670.0,2.0,CPG,
3304,Female,False,3.14,STEM,Asian,700.0,1.0,Investment Banking,
3305,Female,False,3.46,Humanities,White,730.0,1.0,Health Care,Admit
3306,Male,False,3.28,Humanities,Asian,570.0,4.0,Consulting,
3307,Male,False,3.2,Humanities,Asian,620.0,1.0,PE/VC,
3308,Male,False,3.43,Business,Black,710.0,1.0,Nonprofit/Gov,Admit
3309,Female,False,3.45,Humanities,Asian,710.0,2.0,Real Estate,
3310,Male,False,3.3,STEM,White,700.0,3.0,Consulting,Admit
3311,Female,False,3.52,Business,Asian,640.0,3.0,Consulting,
3312,Male,False,3.38,STEM,White,740.0,3.0,Consulting,
3313,Male,True,3.44,Business,,620.0,3.0,Consulting,
3314,Male,True,3.32,Business,,640.0,3.0,Investment Management,
3315,Female,False,3.07,Humanities,Black,590.0,1.0,Consulting,
3316,Male,False,2.96,Business,White,570.0,0.0,,
3317,Male,True,3.33,STEM,,680.0,3.0,Investment Banking,
3318,Male,False,3.39,Humanities,White,640.0,2.0,PE/VC,
3319,Male,False,3.46,Business,Asian,670.0,3.0,Financial Services,Admit
3320,Female,True,3.27,STEM,,640.0,2.0,Technology,
3321,Male,True,3.06,Humanities,,590.0,1.0,PE/VC,
3322,Female,False,2.91,STEM,White,590.0,1.0,Consulting,
3323,Female,False,3.27,STEM,Hispanic,660.0,2.0,Investment Banking,
3324,Male,False,3.48,Humanities,Black,770.0,3.0,Financial Services,Admit
3325,Male,False,3.04,Humanities,White,630.0,3.0,Financial Services,
3326,Male,True,3.29,Business,,650.0,1.0,Nonprofit/Gov,
3327,Male,False,2.93,Business,Black,570.0,2.0,Nonprofit/Gov,
3328,Male,True,3.1,Humanities,,630.0,2.0,Nonprofit/Gov,
3329,Male,False,3.21,Business,Black,620.0,2.0,PE/VC,
3330,Male,True,3.12,Humanities,,640.0,1.0,Technology,
3331,Female,False,3.2,Humanities,Asian,570.0,1.0,Technology,
3332,Male,False,3.07,Humanities,White,620.0,2.0,Consulting,
3333,Male,True,3.18,Business,,660.0,3.0,Nonprofit/Gov,
3334,Female,True,2.81,Humanities,,580.0,1.0,Nonprofit/Gov,
3335,Male,True,3.37,STEM,,580.0,2.0,Consulting,
3336,Male,False,3.25,Business,White,660.0,1.0,Investment Management,
3337,Male,False,3.2,STEM,White,640.0,3.0,PE/VC,
3338,Female,False,3.21,Business,White,650.0,2.0,PE/VC,
3339,Male,False,3.09,Business,Black,570.0,2.0,Consulting,
3340,Female,False,3.45,Humanities,Asian,680.0,4.0,PE/VC,
3341,Female,False,3.26,STEM,Black,630.0,1.0,Consulting,
3342,Female,False,3.15,Business,Asian,600.0,2.0,Investment Banking,
3343,Male,True,3.43,Business,,650.0,2.0,Financial Services,
3344,Male,False,3.27,Humanities,White,690.0,2.0,Nonprofit/Gov,
3345,Male,False,3.09,Business,White,630.0,1.0,Nonprofit/Gov,
3346,Female,True,3.3,Business,,690.0,1.0,Technology,
3347,Male,False,3.26,Business,Black,590.0,2.0,Consulting,
3348,Male,True,3.09,STEM,,570.0,2.0,PE/VC,
3349,Male,True,3.27,Business,,690.0,3.0,Investment Management,Admit
3350,Male,False,3.26,Humanities,Asian,660.0,2.0,Consulting,
3351,Female,False,3.08,Business,Black,620.0,1.0,PE/VC,
3352,Male,False,3.13,Humanities,Hispanic,570.0,0.0,,
3353,Male,False,3.37,Humanities,White,740.0,2.0,Technology,
3354,Female,False,3.25,STEM,Hispanic,650.0,1.0,Investment Management,
3355,Male,True,3.27,Business,,660.0,3.0,Consulting,
3356,Male,True,3.19,STEM,,650.0,4.0,PE/VC,
3357,Male,False,3.21,Business,White,660.0,2.0,Investment Banking,
3358,Female,True,3.16,STEM,,630.0,2.0,Nonprofit/Gov,
3359,Male,False,3.3,STEM,White,660.0,2.0,Consulting,
3360,Male,True,3.19,Humanities,,620.0,3.0,Consulting,
3361,Male,True,3.2,STEM,,660.0,1.0,Technology,
